,Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
3006,Hyundai Creta,2017,13000,Diesel,Automatic,First,17.01,1582,126.2,5,1450000
3007,Maruti Swift,2016,45725,Diesel,Manual,First,25.2,1248,74.0,5,534000
3008,Maruti Swift,2014,105000,Diesel,Manual,First,25.2,1248,74.0,5,385000
3009,Toyota Innova,2009,156056,Diesel,Manual,First,12.8,2494,102.0,8,850000
3010,Hyundai Xcent,2016,135000,Diesel,Manual,First,24.4,1120,71.0,5,420000
3011,Maruti Ertiga,2016,67000,Diesel,Manual,First,20.77,1248,88.7,7,675000
3012,Ford Endeavour,2016,90000,Diesel,Automatic,First,10.91,3198,197.2,7,2600000
3013,Hyundai i20,2019,32251,Diesel,Manual,First,22.54,1396,88.73,5,861000
3014,Maruti Zen,2009,47000,Petrol,Manual,First,19.0,998,67.1,5,146000
3015,Maruti Ritz,2011,75308,Diesel,Manual,Second,21.1,1248,73.9,5,280000
3016,Maruti Alto,2018,44202,CNG,Manual,First,32.26,998,58.2,4,400000
3017,Honda City,2014,58000,Petrol,Manual,First,17.0,1497,118.0,5,547000
3018,Maruti Swift,2009,60000,Petrol,Manual,First,17.5,1298,85.8,5,245000
3019,BMW X1,2014,45000,Diesel,Automatic,First,17.05,1995,184.0,5,2150000
3020,Tata Manza,2010,41195,Petrol,Manual,First,15.0,1368,90.0,5,138000
3021,Mahindra XUV500,2016,89000,Diesel,Manual,First,16.0,2179,140.0,7,1350000
3022,Hyundai i10,2009,60510,Petrol,Automatic,Second,16.95,1197,78.9,5,310000
3023,Maruti Baleno,2016,8500,Petrol,Manual,First,21.4,1197,83.1,5,549000
3024,Maruti Vitara,2017,35981,Diesel,Manual,First,24.3,1248,88.5,5,951000
3025,Ford Figo,2012,23152,Petrol,Manual,First,15.6,1196,70.02,5,239000
3026,Maruti Wagon,2014,74663,CNG,Manual,First,33.54,998,67.04,5,325000
3027,Volkswagen Vento,2014,61529,Petrol,Automatic,First,18.19,1197,103.5,5,565000
3028,Mahindra Xylo,2010,91596,Diesel,Manual,First,14.95,2489,93.7,7,185000
3029,Porsche Cayenne,2019,14298,Petrol,Automatic,First,13.33,2995,340.0,5,202000
3030,Maruti Swift,2013,83327,Diesel,Manual,First,19.3,1248,73.9,5,580000
3031,Volkswagen Polo,2017,22857,Petrol,Manual,First,16.2,1199,74.0,5,690000
3032,Hyundai Verna,2013,34620,Petrol,Manual,Second,17.01,1591,121.3,5,535000
3033,Hyundai i10,2010,56000,Petrol,Manual,First,19.81,1086,68.05,5,285000
3034,Mercedes-Benz E-Class,2014,81000,Diesel,Automatic,First,13.0,2143,204.0,5,2275000
3035,Maruti Zen,1998,95150,Petrol,Manual,Third,17.3,993,60.0,5,45000
3036,Hyundai i10,2013,32776,Petrol,Manual,First,20.36,1197,78.9,5,463999
3037,Honda Amaze,2016,51587,Diesel,Manual,First,25.8,1498,98.6,5,527000
3038,Tata Safari,2016,36000,Diesel,Manual,First,14.1,2179,148.0,7,1000000
3039,Honda Brio,2015,22000,Petrol,Manual,First,18.5,1198,86.8,5,395000
3040,Hyundai i20,2010,30754,Petrol,Manual,First,17.0,1197,80.0,5,338000
3041,Volkswagen Jetta,2018,37109,Petrol,Manual,First,14.69,1390,120.33,5,1680000
3042,Honda Jazz,2010,45000,Petrol,Manual,First,16.7,1198,88.8,5,199000
3043,Hyundai Grand,2017,33284,Petrol,Manual,First,18.9,1197,82.0,5,584000
3044,Jaguar XF,2016,55115,Diesel,Automatic,First,14.74,2993,270.9,5,3615000
3045,Jaguar XF,2014,18000,Diesel,Automatic,First,16.36,2179,187.7,5,2570000
3046,Mahindra XUV500,2013,130790,Diesel,Manual,First,16.0,2179,140.0,7,924000
3047,Maruti S,2015,16607,Diesel,Manual,First,22.7,1598,118.0,5,765000
3048,Audi A4,2015,32205,Diesel,Automatic,First,17.11,1968,174.33,5,2531000
3049,Renault Duster,2013,67000,Diesel,Manual,First,19.01,1461,108.45,5,475000
3050,Maruti Swift,2014,57676,Petrol,Manual,First,19.1,1197,85.8,5,669000
3051,Volkswagen Polo,2012,41000,Petrol,Manual,First,16.47,1198,73.9,5,310000
3052,Maruti Omni,2012,65000,Petrol,Manual,First,19.7,796,35.0,8,155000
3053,Hyundai Grand,2019,12153,Petrol,Automatic,First,18.9,1197,81.86,5,684000
3054,Tata Nano,2014,16810,Petrol,Manual,First,25.4,624,37.5,4,160000
3055,Audi A4,2017,61221,Petrol,Automatic,First,17.84,1395,147.51,5,2173000
3056,Volkswagen Polo,2015,22000,Petrol,Manual,First,16.47,1198,74.0,5,475000
3057,Maruti Alto,2015,63714,Petrol,Manual,First,22.74,796,47.3,5,245000
3058,Mini Cooper,2019,14857,Diesel,Automatic,First,20.7,1496,113.98,5,3155000
3059,Audi A4,2012,69000,Diesel,Automatic,Second,15.2,1968,140.8,5,1025000
3060,Ford Endeavour,2019,14648,Diesel,Manual,First,12.62,2198,158.0,7,2736000
3061,Ford Ecosport,2013,100000,Petrol,Manual,Second,15.8,1499,110.0,5,650000
3062,Hyundai Grand,2016,22000,Petrol,Manual,First,18.9,1197,82.0,5,425000
3063,Chevrolet Sail,2014,10000,Petrol,Manual,First,18.2,1199,82.4,5,550000
3064,Maruti Swift,2015,107000,Petrol,Manual,First,20.85,1197,83.14,5,400000
3065,Tata Zest,2017,48198,Petrol,Manual,First,17.57,1193,88.7,5,465000
3066,Mercedes-Benz New,2015,15000,Diesel,Automatic,First,19.27,2143,170.0,5,2850000
3067,Chevrolet Cruze,2014,80073,Diesel,Manual,First,17.3,1998,163.7,5,711000
3068,Maruti Ritz,2013,85388,Diesel,Manual,First,21.1,1248,73.9,5,390000
3069,Hyundai Grand,2017,14700,Petrol,Manual,First,18.9,1197,81.86,5,560000
3070,Maruti Dzire,2012,150000,Diesel,Manual,Third,28.4,1248,73.75,5,225000
3071,Hyundai Verna,2011,34994,Diesel,Manual,First,22.32,1582,126.32,5,390000
3072,Jaguar XF,2014,82536,Diesel,Automatic,First,14.74,2993,270.9,5,2863000
3073,Skoda Superb,2013,82000,Petrol,Automatic,First,13.7,1798,157.75,5,725000
3074,Maruti Wagon,2006,52000,Petrol,Manual,Second,18.9,998,67.1,5,200000
3075,Volkswagen Polo,2011,20000,Petrol,Manual,First,16.47,1198,73.9,5,350000
3076,Honda Civic,2011,55000,Petrol,Manual,First,14.8,1799,130.2,5,500000
3077,Maruti Eeco,2015,47001,CNG,Manual,First,20.0,1196,63.0,5,372000
3078,Maruti Wagon,2014,52000,Petrol,Manual,First,22.5,998,67.04,5,345000
3079,Maruti Swift,2013,43284,Diesel,Manual,First,23.4,1248,74.0,5,450000
3080,Hyundai Creta,2018,23875,Petrol,Automatic,First,13.0,1591,121.3,5,1436000
3081,Hyundai Grand,2016,51866,Petrol,Manual,First,18.9,1197,82.0,5,550000
3082,Nissan Micra,2013,69000,Diesel,Manual,First,23.08,1461,63.1,5,300000
3083,Hyundai Grand,2017,62788,Petrol,Manual,First,18.9,1197,81.86,5,608000
3084,Volkswagen Vento,2013,150000,Diesel,Manual,First,20.54,1598,103.6,5,500000
3085,Toyota Fortuner,2015,47566,Diesel,Automatic,First,12.55,2982,168.5,7,2025000
3086,Toyota Innova,2018,20300,Diesel,Automatic,First,11.36,2755,171.5,7,1800000
3087,Mercedes-Benz A,2015,48300,Diesel,Automatic,First,20.0,2143,107.3,5,1750000
3088,Hyundai EON,2013,30000,Petrol,Manual,First,21.1,814,55.2,5,210000
3089,Hyundai Elantra,2012,36000,Diesel,Manual,Second,22.7,1582,126.24,5,750000
3090,Mini Cooper,2015,27641,Diesel,Automatic,Second,20.7,1496,113.98,4,2477000
3091,Renault Duster,2015,60000,Diesel,Manual,First,19.64,1461,108.45,5,865000
3092,Ford Endeavour,2019,9000,Diesel,Automatic,First,10.91,3198,197.0,7,3550000
3093,Toyota Corolla,2014,60750,Petrol,Manual,First,14.28,1798,138.03,5,1050000
3094,Mahindra XUV500,2018,9000,Diesel,Manual,First,14.0,2179,155.0,7,1300000
3095,BMW 7,2012,41100,Diesel,Automatic,First,16.77,2993,261.49,5,2650000
3096,Maruti Wagon,2004,60000,Petrol,Manual,Second,17.3,1061,64.0,5,140000
3097,Honda City,2017,38424,Petrol,Manual,First,17.8,1497,117.3,5,751000
3098,Maruti Swift,2014,50000,Diesel,Manual,First,22.9,1248,74.0,5,430000
3099,Honda City,2015,19000,Petrol,Automatic,First,18.0,1497,117.3,5,894999
3100,Maruti Ertiga,2015,58734,Diesel,Manual,First,20.77,1248,88.76,7,691000
3101,Renault Duster,2016,65257,Diesel,Manual,First,19.01,1461,108.45,5,975000
3102,Maruti Swift,2010,130000,Diesel,Manual,Second,19.3,1248,73.9,5,400000
3103,Maruti Ritz,2011,79000,Diesel,Manual,First,23.2,1248,73.94,5,365000
3104,Mahindra XUV500,2013,78000,Diesel,Manual,First,15.1,2179,140.0,7,1075000
3105,Honda Brio,2015,49133,Petrol,Manual,First,19.4,1198,86.8,5,451000
3106,Tata Manza,2014,54448,Diesel,Manual,First,21.02,1248,88.8,5,370000
3107,Toyota Innova,2014,158793,Diesel,Manual,First,12.8,2494,102.0,7,1299000
3108,Maruti Swift,2015,62088,Petrol,Manual,First,18.6,1197,85.8,5,415000
3109,Hyundai Verna,2012,14800,Petrol,Manual,First,17.01,1591,121.3,5,440000
3110,Honda Mobilio,2015,26000,Petrol,Manual,First,17.3,1497,117.3,7,425000
3111,Honda Amaze,2017,32005,Petrol,Manual,First,18.0,1198,86.7,5,425000
3112,Honda City,2017,35000,Petrol,Automatic,First,18.0,1497,117.3,5,770000
3113,Land Rover,2015,52000,Diesel,Automatic,First,12.7,2179,187.7,5,3975000
3114,Honda City,2017,11000,Petrol,Manual,First,17.4,1497,117.3,5,850000
3115,Mercedes-Benz E-Class,2008,62000,Petrol,Automatic,First,9.5,2997,231.1,5,700000
3116,Ford Ikon,2002,65134,Petrol,Manual,Third,13.8,1299,70.0,5,80000
3117,Toyota Fortuner,2013,71000,Diesel,Manual,First,13.0,2982,168.5,7,1525000
3118,Maruti A-Star,2008,51366,Petrol,Manual,First,19.0,998,66.1,5,225000
3119,Tata Sumo,2016,46300,Diesel,Manual,First,14.07,1948,83.1,7,484999
3120,Honda City,2012,60908,Petrol,Automatic,Second,15.6,1497,116.3,5,642000
3121,Nissan Micra,2012,93450,Diesel,Manual,Second,23.19,1461,63.12,5,250000
3122,Hyundai Verna,2011,104000,Diesel,Automatic,First,19.08,1582,126.32,5,575000
3123,Maruti 800,2003,52000,Petrol,Manual,First,16.1,796,37.0,4,50000
3124,Mahindra XUV500,2015,42999,Diesel,Manual,First,15.1,2179,140.0,7,1152000
3125,Maruti SX4,2014,90000,Diesel,Manual,First,21.5,1248,88.8,5,450000
3126,Hyundai i20,2013,72000,Petrol,Automatic,First,15.0,1396,98.6,5,475000
3127,Hyundai Creta,2019,54321,Diesel,Manual,First,19.67,1582,126.2,5,1354000
3128,Mercedes-Benz E-Class,2015,59630,Diesel,Automatic,First,13.0,2143,201.1,5,2341000
3129,Toyota Fortuner,2013,116000,Diesel,Automatic,Second,12.55,2982,168.5,7,1925000
3130,Volvo S60,2015,34000,Diesel,Automatic,First,9.0,1984,181.0,5,2000000
3131,Mercedes-Benz E-Class,2011,70000,Diesel,Automatic,First,14.21,2143,203.0,5,1300000
3132,Honda Accord,2010,80000,Petrol,Manual,First,10.2,2354,180.0,5,399000
3133,Honda Amaze,2015,110000,Diesel,Manual,First,25.8,1498,98.6,5,465000
3134,Maruti Dzire,2013,56454,Diesel,Manual,First,28.4,1248,73.75,5,465000
3135,Maruti Swift,2013,60000,Petrol,Manual,First,18.6,1197,85.8,5,315000
3136,Toyota Corolla,2013,56000,Petrol,Automatic,First,14.53,1798,138.1,5,825000
3137,Land Rover,2012,63000,Diesel,Automatic,Second,11.49,4367,335.3,5,6500000
3138,Maruti Swift,2012,63000,Diesel,Manual,First,22.9,1248,74.0,5,450000
3139,Jeep Compass,2017,15050,Diesel,Manual,First,16.3,1956,170.0,5,1750000
3140,Maruti Swift,2016,29401,Petrol,Manual,First,20.4,1197,81.8,5,430999
3141,Honda Jazz,2016,25238,Petrol,Manual,First,18.7,1199,88.7,5,620000
3142,Volkswagen Polo,2011,58752,Petrol,Manual,First,16.47,1198,73.9,5,332000
3143,Honda Civic,2011,62000,Petrol,Automatic,First,12.9,1799,130.0,5,375000
3144,Toyota Etios,2013,132000,Petrol,Manual,First,16.78,1496,88.73,5,470000
3145,Hyundai Verna,2016,51000,Petrol,Manual,First,17.01,1591,121.3,5,650000
3146,Toyota Innova,2009,185200,Diesel,Manual,First,12.8,2494,102.0,8,725000
3147,Maruti SX4,2016,61717,Diesel,Manual,First,22.7,1598,118.0,5,894000
3148,Ford Freestyle,2018,8896,Petrol,Manual,First,19.0,1194,94.68,5,734000
3149,Maruti Baleno,2016,17000,Petrol,Manual,First,21.4,1197,83.1,5,690000
3150,Honda Jazz,2016,31378,Petrol,Manual,First,18.2,1199,88.7,5,590000
3151,Hyundai Verna,2013,114000,Diesel,Automatic,First,22.32,1582,126.3,5,675000
3152,Honda Amaze,2014,81000,Diesel,Manual,First,25.8,1498,98.6,5,409999
3153,Audi Q3,2017,31000,Diesel,Automatic,First,18.51,1968,147.51,5,2700000
3154,Skoda Rapid,2014,35000,Petrol,Manual,First,15.0,1598,103.52,5,450000
3155,Audi A4,2013,60001,Diesel,Automatic,First,17.11,1968,174.33,5,1450000
3156,Maruti Swift,2014,75074,Diesel,Manual,First,23.4,1248,74.0,5,525000
3157,Tata Indica,2012,80000,Diesel,Manual,Second,22.3,1248,74.0,5,120000
3158,Toyota Innova,2006,147350,Diesel,Manual,Second,12.99,2494,100.6,8,495000
3159,Renault Duster,2013,60000,Diesel,Manual,First,19.64,1461,108.45,5,750000
3160,Mercedes-Benz E-Class,2015,7501,Petrol,Automatic,First,10.0,2996,333.0,4,4800000
3161,Honda Amaze,2015,58000,Diesel,Manual,First,25.8,1498,98.6,5,445000
3162,Mercedes-Benz GLE,2018,29277,Diesel,Automatic,First,11.57,2987,254.79,5,5965000
3163,Maruti Ritz,2015,57034,Diesel,Manual,First,23.2,1248,73.94,5,438000
3164,Maruti Ciaz,2016,40810,Diesel,Manual,First,28.09,1248,88.5,5,790000
3165,Maruti Baleno,2018,34630,Petrol,Automatic,First,21.4,1197,83.1,5,729000
3166,Ford Fiesta,2012,45122,Diesel,Manual,First,23.5,1498,88.7,5,600000
3167,Mahindra XUV500,2011,126000,Diesel,Manual,Third,16.0,2179,140.0,7,670000
3168,Maruti Alto,2009,63000,Petrol,Manual,First,19.7,796,46.3,5,150000
3169,Mini Cooper,2016,32298,Diesel,Automatic,First,20.7,1496,113.98,4,2380000
3170,Mahindra XUV500,2014,63288,Diesel,Manual,First,15.1,2179,140.0,7,777000
3171,Hyundai Santro,2012,43337,Petrol,Manual,First,17.92,1086,62.1,5,332000
3172,Maruti Swift,2015,46561,Diesel,Manual,First,22.9,1248,74.0,5,494000
3173,Mercedes-Benz A,2013,34000,Diesel,Automatic,Second,20.0,2143,107.3,5,1100000
3174,Renault KWID,2016,48000,Petrol,Manual,First,25.17,799,53.3,5,340000
3175,Maruti Swift,2013,56263,Diesel,Manual,First,22.9,1248,74.0,5,417000
3176,Maruti Zen,2005,84060,Petrol,Manual,Second,17.3,993,60.0,5,125000
3177,Hyundai Grand,2016,9000,Petrol,Automatic,First,18.9,1197,82.0,5,545000
3178,Tata Manza,2012,79000,Diesel,Manual,First,21.12,1248,88.8,5,259000
3179,Mahindra XUV500,2015,87900,Diesel,Manual,First,16.0,2179,140.0,7,1201000
3180,Maruti Swift,2010,72425,Petrol,Manual,Second,17.5,1197,85.8,5,245000
3181,Audi Q3,2015,38000,Diesel,Automatic,First,15.73,1968,174.33,5,2900000
3182,Mercedes-Benz New,2010,107000,Diesel,Automatic,First,14.84,2143,170.0,5,1199000
3183,Honda City,2015,51000,Petrol,Automatic,First,18.0,1497,117.3,5,790000
3184,Toyota Innova,2010,140000,Diesel,Manual,Third,12.8,2494,102.0,7,625000
3185,Chevrolet Beat,2011,48000,Petrol,Manual,Second,18.6,1199,79.4,5,180000
3186,Maruti Wagon,2013,62000,CNG,Manual,First,26.6,998,58.16,5,280000
3187,Honda Jazz,2015,31000,Petrol,Manual,First,18.7,1199,88.7,5,490000
3188,Nissan Micra,2010,75055,Petrol,Manual,First,18.06,1198,75.0,5,225000
3189,Maruti Ciaz,2017,51210,Petrol,Automatic,First,19.12,1373,91.1,5,889000
3190,Toyota Fortuner,2012,87000,Diesel,Automatic,First,12.55,2982,168.5,7,1500000
3191,Ford Aspire,2018,17000,Diesel,Manual,First,26.1,1498,99.0,5,565000
3192,Maruti Ertiga,2014,57000,Diesel,Manual,First,20.77,1248,88.8,7,700000
3193,Maruti Alto,2016,9370,Petrol,Manual,First,22.74,796,47.3,5,295000
3194,Honda Brio,2013,53226,Petrol,Manual,First,19.4,1198,86.8,5,330000
3195,Hyundai Verna,2010,120000,Diesel,Manual,Second,16.2,1493,110.0,5,350000
3196,Honda City,2007,75055,Petrol,Manual,First,12.8,1493,100.0,5,229999
3197,Hyundai Creta,2017,37247,Diesel,Manual,First,19.67,1582,126.2,5,1369000
3198,Toyota Etios,2013,64000,Diesel,Manual,First,23.59,1364,67.06,5,310000
3199,Hyundai Sonata,2014,12000,Petrol,Manual,First,13.44,2359,198.25,5,1275000
3200,Hyundai Creta,2017,40158,Diesel,Manual,First,19.67,1582,126.2,5,1375000
3201,Honda Jazz,2017,11000,Petrol,Manual,First,18.7,1199,88.7,5,675000
3202,Volkswagen Vento,2014,70010,Diesel,Manual,First,20.54,1598,103.6,5,525000
3203,Mahindra XUV500,2015,82000,Diesel,Manual,First,16.0,2179,140.0,7,875000
3204,Mahindra TUV,2017,57259,Diesel,Manual,First,18.49,1493,100.0,7,886999
3205,Honda Accord,2010,84000,Petrol,Automatic,Second,11.1,2354,142.0,5,650000
3206,Maruti Ertiga,2012,168000,Diesel,Manual,First,20.77,1248,88.76,7,450000
3207,Mahindra Ssangyong,2012,73670,Diesel,Manual,First,12.83,2696,162.0,7,1250000
3208,Toyota Fortuner,2014,89540,Diesel,Automatic,First,12.55,2982,168.5,7,1680000
3209,Maruti Ertiga,2016,85423,Diesel,Manual,First,20.77,1248,88.8,7,875000
3210,Hyundai Elantra,2013,48823,Diesel,Automatic,First,19.5,1582,126.24,5,850000
3211,Hyundai i10,2011,35082,Petrol,Manual,First,20.36,1197,78.9,5,221000
3212,Maruti Omni,2012,126000,Petrol,Manual,First,16.8,796,34.2,5,160000
3213,Honda Amaze,2016,19000,Petrol,Automatic,First,15.5,1198,86.7,5,625000
3214,Honda Civic,2007,69000,Petrol,Automatic,Second,12.9,1799,130.0,5,225000
3215,Mercedes-Benz CLA,2019,29836,Diesel,Automatic,First,17.9,2143,136.0,5,2575000
3216,Skoda Superb,2010,48002,Petrol,Manual,Second,13.14,1798,157.8,5,675000
3217,Maruti Ciaz,2015,52324,Diesel,Manual,First,28.09,1248,88.5,5,625000
3218,Ford Ecosport,2013,65000,Diesel,Manual,First,22.7,1498,89.84,5,509999
3219,Mercedes-Benz M-Class,2009,66000,Diesel,Automatic,Second,8.7,2987,224.34,5,1075000
3220,Hyundai Grand,2016,75700,Diesel,Manual,First,24.0,1120,70.0,5,570000
3221,Volkswagen Vento,2013,43000,Diesel,Manual,First,20.5,1598,105.0,5,595000
3222,Chevrolet Beat,2012,42706,Diesel,Manual,First,25.44,936,56.3,5,240000
3223,Mahindra Quanto,2013,35000,Diesel,Manual,First,17.21,1493,100.0,7,349000
3224,Hyundai i10,2011,54348,Petrol,Automatic,First,19.2,1197,80.0,5,400000
3225,Toyota Etios,2013,84000,Diesel,Manual,First,23.59,1364,67.04,5,385000
3226,Toyota Corolla,2010,63298,Petrol,Automatic,First,14.53,1794,138.1,5,395000
3227,Hyundai i10,2013,75049,Petrol,Manual,Second,20.36,1197,78.9,5,300000
3228,Ford Figo,2018,24237,Petrol,Manual,First,18.16,1196,86.8,5,670000
3229,Maruti Ritz,2016,22767,Petrol,Manual,First,18.5,1197,85.8,5,614000
3230,Hyundai i20,2012,58000,Petrol,Automatic,Second,15.0,1396,98.6,5,440000
3231,Maruti Swift,2017,57000,Diesel,Manual,First,26.59,1248,74.0,5,425000
3232,BMW 7,2010,50161,Petrol,Automatic,First,8.77,4395,402.0,5,2593000
3233,Maruti S,2016,45000,Diesel,Manual,First,22.7,1598,118.0,5,700000
3234,Toyota Fortuner,2017,68319,Diesel,Automatic,First,12.55,2982,168.5,7,2512000
3235,Hyundai EON,2017,30711,Petrol,Manual,First,20.3,998,68.05,5,445000
3236,Hyundai i20,2011,38277,Diesel,Manual,First,21.9,1396,90.0,5,240000
3237,Volkswagen Vento,2012,115000,Diesel,Manual,Second,20.54,1598,103.6,5,433000
3238,Maruti Swift,2017,46849,Petrol,Automatic,First,18.5,1197,83.14,5,693000
3239,Hyundai i20,2014,64000,Diesel,Manual,First,21.9,1396,90.0,5,425000
3240,Mercedes-Benz E-Class,2010,130923,Diesel,Automatic,First,14.21,2143,203.0,5,1250000
3241,Hyundai Grand,2015,15000,Petrol,Manual,First,18.9,1197,82.0,5,490000
3242,Hyundai i20,2014,32720,Diesel,Manual,First,23.0,1396,90.0,5,450000
3243,Renault KWID,2016,12500,Petrol,Manual,First,25.17,799,53.3,5,300000
3244,Hyundai Xcent,2015,59800,Petrol,Automatic,First,16.9,1197,82.0,5,580000
3245,Volkswagen Vento,2011,54211,Petrol,Manual,First,15.04,1598,103.6,5,333000
3246,Chevrolet Cruze,2015,62242,Diesel,Automatic,First,14.39,1998,163.7,5,662000
3247,Nissan Terrano,2015,54000,Diesel,Manual,Second,19.01,1461,108.5,5,575000
3248,Hyundai Verna,2012,65000,Diesel,Manual,First,22.32,1582,126.32,5,620000
3249,Maruti Celerio,2015,55000,Petrol,Automatic,First,23.1,998,67.04,5,350000
3250,Maruti Wagon,2010,71000,Petrol,Manual,First,18.9,998,67.1,5,200000
3251,Hyundai i20,2012,70000,Diesel,Manual,First,21.9,1396,88.8,5,400000
3252,Audi A4,2011,53000,Petrol,Automatic,First,12.3,1781,163.2,5,950000
3253,BMW X1,2013,43000,Diesel,Automatic,First,17.05,1995,184.0,5,1750000
3254,Skoda Rapid,2015,54000,Petrol,Automatic,First,14.3,1598,103.52,5,611000
3255,Hyundai i10,2014,51000,Petrol,Manual,First,20.36,1197,78.9,5,375000
3256,Mitsubishi Pajero,2007,78000,Diesel,Manual,Second,10.5,2835,107.2,6,620000
3257,Honda City,2014,25000,Diesel,Manual,First,26.0,1498,98.6,5,615000
3258,Maruti Alto,2012,12600,Petrol,Manual,First,20.92,998,67.1,5,240000
3259,Hyundai Grand,2016,21000,Petrol,Manual,First,18.9,1197,82.0,5,375000
3260,Ford Figo,2011,32000,Petrol,Manual,Second,15.6,1196,70.0,5,215000
3261,Hyundai Grand,2015,50000,Petrol,Manual,First,18.9,1197,81.86,5,475000
3262,Maruti SX4,2010,47500,Petrol,Manual,First,15.5,1586,103.3,5,245000
3263,Honda City,2017,7500,Petrol,Manual,First,17.4,1497,117.3,5,1115000
3264,Renault Duster,2016,68163,Diesel,Automatic,First,19.6,1461,108.45,5,890000
3265,Honda Amaze,2014,61000,Diesel,Manual,First,25.8,1498,98.6,5,434999
3266,Toyota Innova,2015,100000,Diesel,Manual,Second,12.99,2494,100.6,7,1200000
3267,BMW 3,2009,61500,Diesel,Automatic,Second,16.07,1995,181.0,5,850000
3268,Hyundai i10,2017,42883,Petrol,Manual,First,19.81,1086,68.05,5,426999
3269,Renault Duster,2012,97000,Diesel,Manual,Second,20.45,1461,83.8,5,425000
3270,Mitsubishi Outlander,2010,39525,Petrol,Automatic,First,11.3,2360,170.0,5,925000
3271,Maruti Vitara,2017,35384,Diesel,Manual,First,24.3,1248,88.5,5,861000
3272,Mercedes-Benz R-Class,2010,46000,Diesel,Automatic,First,11.8,2987,261.0,7,2800000
3273,Ford EcoSport,2018,32189,Diesel,Manual,First,23.0,1498,98.96,5,925000
3274,Hyundai Verna,2016,27000,Diesel,Automatic,First,19.08,1582,126.2,5,860000
3275,Volkswagen Polo,2018,22734,Petrol,Manual,First,16.47,1198,74.0,5,753000
3276,Renault Duster,2014,58002,Diesel,Manual,First,19.64,1461,108.45,5,575000
3277,Honda Brio,2012,31500,Petrol,Automatic,First,16.5,1198,86.8,5,415000
3278,Ford Figo,2017,30933,Petrol,Manual,First,18.16,1196,86.8,5,584000
3279,Audi A6,2012,27090,Diesel,Automatic,First,18.53,1968,187.74,5,1650000
3280,BMW X5,2015,29500,Diesel,Automatic,First,15.97,2993,258.0,7,4300000
3281,Hyundai i10,2013,45000,Petrol,Manual,First,20.36,1197,78.9,5,355000
3282,Hyundai i20,2018,11691,Petrol,Manual,First,18.6,1197,81.83,5,890000
3283,Skoda Octavia,2006,121000,Diesel,Manual,Second,16.4,1896,90.0,5,250000
3284,Hyundai Verna,2010,118077,Diesel,Manual,First,16.2,1493,110.0,5,385000
3285,Hyundai Verna,2012,36300,Petrol,Automatic,Third,17.1,1591,121.4,5,750000
3286,Hyundai Getz,2005,90000,Petrol,Manual,Second,15.3,1341,61.0,5,180000
3287,Ford Figo,2010,78000,Diesel,Manual,First,20.0,1399,68.0,5,225000
3288,Audi A6,2015,42000,Diesel,Automatic,First,17.68,1968,174.33,5,2425000
3289,Volkswagen Polo,2015,27000,Petrol,Manual,First,16.47,1198,74.0,5,434999
3290,BMW X1,2012,22000,Diesel,Automatic,First,17.05,1995,184.0,5,1150000
3291,Honda City,2014,49000,Petrol,Manual,First,17.4,1497,117.3,5,475000
3292,Hyundai i20,2012,42600,Diesel,Manual,First,23.0,1396,90.0,5,499000
3293,Honda Jazz,2018,12794,Petrol,Automatic,First,19.0,1199,88.7,5,915000
3294,Honda CR-V,2014,88046,Petrol,Automatic,First,10.1,2354,152.0,5,1399000
3295,Mercedes-Benz A,2014,8000,Diesel,Automatic,Second,20.0,2143,107.3,5,1975000
3296,Mahindra XUV500,2018,82739,Diesel,Automatic,First,16.0,2179,140.0,7,1677000
3297,Mahindra Bolero,2006,193000,Diesel,Manual,Third,13.6,2523,63.0,7,250000
3298,Renault Scala,2013,7000,Petrol,Automatic,First,17.97,1498,99.6,5,365000
3299,Land Rover,2012,60000,Diesel,Automatic,Second,12.35,2179,187.74,5,2350000
3300,Maruti Alto,2017,38000,Petrol,Manual,First,22.74,796,47.3,5,311000
3301,Toyota Etios,2013,56344,Petrol,Manual,First,17.6,1496,88.73,5,457000
3302,Hyundai i20,2014,17858,Petrol,Manual,First,17.0,1197,80.0,5,532000
3303,Hyundai i10,2012,53000,Petrol,Manual,First,20.36,1197,78.9,5,320000
3304,Maruti Swift,2016,67906,Diesel,Manual,First,25.2,1248,74.0,5,563000
3305,Hyundai EON,2015,19000,Petrol,Manual,First,21.1,814,55.2,5,300000
3306,BMW 3,2010,67000,Diesel,Automatic,Second,22.69,1995,190.0,5,925000
3307,Tata Indigo,2011,80000,Diesel,Manual,First,23.57,1396,70.0,5,120000
3308,Maruti Alto,2015,61000,Petrol,Manual,First,22.74,796,47.3,5,215000
3309,Volkswagen Polo,2010,39000,Diesel,Manual,First,22.07,1199,73.9,5,305000
3310,Toyota Corolla,2014,59000,Petrol,Automatic,First,14.28,1798,138.03,5,1150000
3311,Hyundai Santro,2008,80931,Petrol,Manual,First,17.92,1086,62.1,5,229999
3312,Maruti Swift,2016,34000,Petrol,Manual,First,20.4,1197,81.8,5,495000
3313,Renault Scala,2013,130000,Diesel,Manual,First,21.64,1461,84.8,5,475000
3314,Maruti Vitara,2018,52380,Diesel,Manual,First,24.3,1248,88.5,5,1015000
