,size,total_sqft,bath,balcony,price,site_location
7613,2,1495,2,2,8300000,Ghorpadi
7614,5,1500,5,1,17500000,Gokhale Nagar
7615,3,2501,3,3,13800000,Gultekdi
7616,1,381,1,0,2800000,Guruwar peth
7618,3,2002,3,2,12000000,Hadapsar Industrial
7619,3,3200,3,0,26000000,Hingne Khurd
7620,2,1200,2,2,7000000,Jangali Maharaj
7621,4,1500,3,0,23500000,Kalyani Nagar
7624,1,660,1,0,9500000,Kasba Peth
7625,4,1200,6,2,17000000,Katraj
7626,3,1450,3,2,9000000,Khadaki
7627,2,1039,2,1,5000000,Khadki
7628,2,1210,2,1,8000000,Kharadi
7629,2,995,1,1,2488000,Kondhwa
7630,3,1620,3,2,9000000,Kondhwa Budruk
7631,3,3204,4,3,39500000,Kondhwa Khurd
7632,3,3408,3,3,26000000,Koregaon Park
7633,2,1314,2,3,5500000,Kothrud
7634,2,945,2,1,3300000,Law College
7635,3,1374,3,2,7200000,Laxmi Road
7636,3,1603,3,3,11300000,Lulla Nagar
7638,1,670,1,1,5000000,Mangalwar peth
7639,4,1864,3,2,10500000,Manik Bagh
7640,3,2500,3,2,10000000,Market yard
7641,3,1625,2,2,5400000,Model colony
7642,2,1186,2,3,5500000,Mukund Nagar
7643,8,1500,7,2,38200000,Mundhawa
7644,2,770,1,1,3990000,Nagar Road
7645,2,1085,2,1,4500000,Nana Peth
7646,4,3754,6,2,48000000,Narayan Peth
7647,3,1893,3,2,11500000,Narayangaon
7648,4,600,3,2,6500000,Navi Peth
7649,3,1496,2,3,7800000,Padmavati
7650,3,1305,3,1,3328000,Parvati Darshan
7651,3,1550,2,2,8200000,Pashan
7652,3,1200,2,1,5817000,Paud Road
7653,3,1494,2,2,9455000,Pirangut
7654,2,1286,2,2,6900000,Prabhat Road
7655,3,600,4,1,10000000,Pune Railway
7656,3,1860,3,2,9500000,Rasta Peth
7657,1,425,1,1,75000000,Raviwar Peth
7658,2,1243,2,2,4500000,Sadashiv Peth
7659,2,1200,2,2,7500000,Sahakar Nagar
7660,2,1044,2,2,3200000,Salunke Vihar
7661,2,1040,2,1,4159000,Sasson Road
7662,2,1125,2,2,3694000,Satara Road
7663,3,3489,3,1,66200000,Senapati Bapat
7664,3,1278,2,2,5900000,Shaniwar Peth
7666,2,1250,2,1,4300000,Shukrawar Peth
7667,5,2400,6,3,12500000,Sinhagad Road
7669,2,1210,2,2,7500000,Swargate
7670,4,1200,3,2,11000000,Tilak Road
7671,3,1157,2,1,5784000,Uruli Devachi
7672,2,1185,2,1,5115000,Vadgaon Budruk
7673,3,1450,3,3,10000000,Wadgaon Sheri
7674,3,1859,3,2,12100000,Viman Nagar
7675,2,1763,3,2,26200000,Vishrant Wadi
7676,2,900,1,1,2500000,Wagholi
7677,3,1305,3,1,6000000,Wakadewadi
7678,3,1200,2,2,10000000,Wanowrie
7679,1,763,1,0,3528499,Warje
7681,2,1150,2,0,3679999,Alandi Road
7682,3,1806,3,3,8500000,Ambegaon Budruk
7683,2,1027,2,2,4200000,Anandnagar
7684,2,1002,2,1,4008000,Aundh
7685,3,1220,2,1,3621000,Aundh Road
7686,2,1109,2,1,3522000,Balaji Nagar
7687,2,1002,2,1,4008000,Baner
7688,2,1308,2,1,8904000,Baner road
7689,2,1232,2,1,6959999,Bhandarkar Road
7690,2,1027,2,2,4400000,Bhavani Peth
7691,2,1250,2,2,6500000,Bibvewadi
7692,6,900,6,3,17000000,Bopodi
7693,4,960,4,2,8000000,Budhwar Peth
7694,2,1255,2,1,5387000,Bund Garden
7695,3,1434,3,3,8400000,Camp
7696,2,925,2,2,3000000,Chandan Nagar
7697,3,1858,3,1,12300000,Dapodi
7698,2,1205,2,1,7000000,Deccan Gymkhana
7699,3,1500,3,2,9000000,Dehu Road
7700,3,1200,3,2,20000000,Dhankawadi
7701,2,1020,2,2,4895000,Dhayari Phata
7702,2,965,2,1,5600000,Dhole Patil
7703,5,1800,6,3,27000000,Erandwane
7704,6,1200,4,2,9000000,Fatima Nagar
7705,2,1636,2,2,8289000,Fergusson College
7706,3,1724,3,1,12500000,Ganesh Peth
7707,2,1216,2,1,6700000,Ganeshkhind
7708,1,654,1,1,3625000,Ghorpade Peth
7709,4,2460,7,2,8000000,Ghorpadi
7710,2,1190,2,2,4100000,Gokhale Nagar
7711,7,1200,5,2,18000000,Gultekdi
7712,3,1636,3,2,9200000,Guruwar peth
7713,2,1195,2,2,7300000,Hadapsar
7714,3,2400,3,3,25100000,Hadapsar Industrial
7715,2,1250,2,1,6700000,Hingne Khurd
7717,3,1546,3,1,9500000,Kalyani Nagar
7718,4,3307,6,0,14200000,Karve Nagar
7719,3,1440,3,1,27500000,Karve Road
7720,2,2260,3,1,8000000,Kasba Peth
7721,4,2700,3,2,9000000,Katraj
7722,2,1475,2,2,17100000,Khadaki
7723,4,3000,3,2,15000000,Khadki
7724,1,375,1,0,2600000,Kharadi
7725,2,1007,2,1,6600000,Kondhwa
7728,2,1020,2,3,4700000,Koregaon Park
7729,2,1000,2,0,15000000,Kothrud
7730,2,800,3,1,5950000,Law College
7731,5,1200,3,2,9500000,Laxmi Road
7732,2,1125,2,3,5500000,Lulla Nagar
7734,3,909,2,1,4300000,Mangalwar peth
7735,4,2850,5,0,24000000,Manik Bagh
7736,2,1400,2,3,8500000,Market yard
7737,2,1152,2,2,6100000,Model colony
7738,2,958,2,1,3449000,Mukund Nagar
7739,2,1150,2,2,5500000,Mundhawa
7740,3,2990,5,1,17300000,Nagar Road
7741,2,1310,2,2,8500000,Nana Peth
7742,3,1590,2,2,12600000,Narayan Peth
7743,3,1645,3,2,11000000,Narayangaon
7744,3,1800,2,2,10000000,Navi Peth
7745,3,1795,3,2,15000000,Padmavati
7746,2,1100,2,3,3500000,Parvati Darshan
7747,1,620,1,0,3853499,Pashan
7748,2,925,2,2,7000000,Paud Road
7750,4,3746,6,1,37500000,Prabhat Road
7751,3,1430,2,2,5400000,Pune Railway
7752,2,1020,2,2,5500000,Rasta Peth
7753,4,750,2,1,4200000,Raviwar Peth
7754,2,1140,2,1,3292000,Sadashiv Peth
7755,3,967,2,1,4500000,Sahakar Nagar
7756,4,2470,4,2,20300000,Salunke Vihar
7757,2,850,1,0,3550000,Sasson Road
7758,2,1100,2,2,3200000,Satara Road
7759,3,1697,3,2,11000000,Senapati Bapat
7760,2,1250,2,2,4700000,Shaniwar Peth
7761,2,1120,2,2,5000000,Shivaji Nagar
7762,4,1200,4,0,9500000,Shukrawar Peth
7763,5,5100,6,3,37500000,Sinhagad Road
7764,4,2400,3,2,48000000,Somwar Peth
7765,2,1200,2,1,5200000,Swargate
7766,2,1100,2,1,4400000,Tilak Road
7767,3,1417,2,2,7600000,Uruli Devachi
7768,3,1492,3,1,8800000,Vadgaon Budruk
7769,3,1498,3,3,7915000,Wadgaon Sheri
7770,4,3500,2,1,35000000,Viman Nagar
7771,2,1010,2,1,4827000,Vishrant Wadi
7772,2,1255,2,2,5350000,Wagholi
7773,2,1050,2,1,3500000,Wakadewadi
7774,3,1847,3,2,12500000,Wanowrie
7775,2,1200,2,2,5500000,Warje
7776,2,982,2,2,3728000,Yerawada
7778,2,750,2,1,3650000,Ambegaon Budruk
7779,2,919,2,2,3500000,Anandnagar
7780,2,1087,2,1,5430000,Aundh
7781,3,1480,3,2,7400000,Aundh Road
7782,2,1180,2,2,5200000,Balaji Nagar
7783,3,2100,4,2,25500000,Baner
7784,3,1221,3,2,6500000,Baner road
7785,2,1194,2,2,4600000,Bhandarkar Road
7786,3,2072,3,2,12200000,Bhavani Peth
7787,3,1600,3,2,6900000,Bibvewadi
7788,3,2200,3,2,9800000,Bopodi
7789,3,1640,3,3,22000000,Budhwar Peth
7790,2,1253,2,2,8150000,Bund Garden
7791,2,1061,2,1,5492000,Camp
7792,3,1950,3,2,11500000,Chandan Nagar
7793,2,1250,2,2,6800000,Dapodi
7794,3,1585,2,3,8000000,Deccan Gymkhana
7795,3,1452,3,3,6098000,Dehu Road
7796,2,1015,2,2,3700000,Dhankawadi
7797,4,2462,6,0,11800000,Dhayari Phata
7798,2,1125,2,2,5680000,Dhole Patil
7799,2,1116,2,2,4000000,Erandwane
7800,1,400,1,0,3500000,Fatima Nagar
7801,4,4000,4,2,32500000,Fergusson College
7802,4,3900,4,2,41000000,Ganesh Peth
7803,2,1300,2,2,10000000,Ganeshkhind
7804,2,1419,2,1,6042000,Ghorpade Peth
7805,3,1310,2,1,5500000,Ghorpadi
7806,3,2072,4,2,15200000,Gokhale Nagar
7807,2,1240,2,1,5858000,Gultekdi
7808,3,1565,3,2,9891000,Guruwar peth
7809,3,1820,3,2,8900000,Hadapsar
7810,3,2500,3,1,8800000,Hadapsar Industrial
7812,2,1245,2,1,6200000,Jangali Maharaj
7813,3,1315,3,1,6500000,Kalyani Nagar
7814,3,1410,2,2,7300000,Karve Nagar
7815,2,1375,2,1,6000000,Karve Road
7816,2,1299,2,2,9500000,Kasba Peth
7817,2,993,2,3,4550000,Katraj
7818,2,1200,3,0,4500000,Khadaki
7819,2,985,2,1,15600000,Khadki
7820,4,2400,5,3,18000000,Kharadi
7821,3,1255,2,1,9500000,Kondhwa
7822,3,1655,3,2,13100000,Kondhwa Budruk
7823,4,2830,5,3,19000000,Kondhwa Khurd
7824,1,6000,1,1,27600000,Koregaon Park
7825,2,550,1,1,1500000,Kothrud
7826,1,825,2,1,4000000,Law College
7827,3,1634,3,1,11100000,Laxmi Road
7828,8,1200,6,3,10500000,Lulla Nagar
7829,2,1222,2,2,8000000,Mahatma Gandhi
7830,3,1500,3,2,6300000,Mangalwar peth
7831,3,1890,4,2,10000000,Manik Bagh
7832,4,3750,6,2,37500000,Market yard
7833,2,850,1,1,3950000,Model colony
7834,2,1295,2,3,7850000,Mukund Nagar
7835,2,1320,2,1,10000000,Mundhawa
7836,4,950,3,3,17900000,Nagar Road
7837,4,1200,4,2,22500000,Nana Peth
7838,4,3000,3,3,17000000,Narayan Peth
7839,2,1197,2,1,8200000,Narayangaon
7840,3,1320,2,3,6000000,Navi Peth
7841,5,1180,5,2,9850000,Padmavati
7842,1,840,1,1,5760000,Parvati Darshan
7843,1,540,1,0,1982999,Pashan
7844,3,1693,3,1,7138000,Paud Road
7845,2,1000,2,1,6200000,Pirangut
7846,2,1305,2,1,7000000,Prabhat Road
7847,1,450,1,1,1800000,Pune Railway
7848,1,705,1,1,5700000,Rasta Peth
7849,4,750,6,2,7500000,Raviwar Peth
7850,5,4800,5,2,15000000,Sadashiv Peth
7852,4,5000,4,3,42500000,Salunke Vihar
7853,3,1991,3,2,10400000,Sasson Road
7854,3,1779,3,2,9000000,Satara Road
7855,4,10200,4,1,125000000,Senapati Bapat
7856,2,870,2,2,3800000,Shaniwar Peth
7857,3,1595,3,2,12000000,Shivaji Nagar
7858,1,525,1,1,2600000,Shukrawar Peth
7859,4,945,5,2,12000000,Sinhagad Road
7860,6,2400,4,2,42000000,Somwar Peth
7861,3,2000,4,2,13800000,Swargate
7862,3,1614,3,2,9300000,Tilak Road
7863,2,1200,2,3,4000000,Uruli Devachi
7864,3,1150,3,3,4600000,Vadgaon Budruk
7866,3,1610,3,2,8048000,Viman Nagar
7867,2,1190,2,2,4100000,Vishrant Wadi
7868,2,1050,2,2,5000000,Wagholi
7869,4,4800,5,2,42000000,Wakadewadi
7870,3,1460,2,1,9700000,Wanowrie
7871,3,3400,3,3,40000000,Warje
7872,1,600,1,0,3300000,Yerawada
7873,3,1569,3,0,7000000,Alandi Road
7874,3,2600,3,2,14700000,Ambegaon Budruk
7875,1,645,1,0,4250000,Anandnagar
7876,4,1200,3,1,18000000,Aundh
7877,3,800,3,0,9500000,Aundh Road
7878,2,800,2,1,8000000,Balaji Nagar
7879,2,1350,2,1,9000000,Baner
7880,3,2780,4,1,32500000,Baner road
7881,3,1410,2,2,4512000,Bhandarkar Road
7882,2,1109,2,1,3547000,Bhavani Peth
7883,4,2000,3,2,106300000,Bibvewadi
7884,1,800,1,0,7200000,Bopodi
7885,2,1215,2,1,6800000,Budhwar Peth
7886,8,1230,6,0,25000000,Bund Garden
7887,3,2273,4,2,19200000,Camp
7888,2,1255,2,2,5276000,Chandan Nagar
7889,2,1020,2,1,4900000,Dapodi
7890,3,1225,2,2,8200000,Deccan Gymkhana
7891,2,1120,2,1,6000000,Dehu Road
7892,5,2400,5,3,62500000,Dhankawadi
7893,3,1225,2,1,6900000,Dhayari Phata
7894,4,5200,5,3,24200000,Dhole Patil
7895,4,4000,4,1,70000000,Erandwane
7896,3,1984,4,1,14500000,Fatima Nagar
7897,3,2425,3,1,19700000,Fergusson College
7898,3,1200,3,1,5612000,Ganesh Peth
7899,2,1127,2,1,4500000,Ganeshkhind
7900,3,1655,3,2,9700000,Ghorpade Peth
7901,1,500,1,1,1400000,Ghorpadi
7902,3,1200,3,1,6838000,Gokhale Nagar
7903,2,1000,2,2,4300000,Gultekdi
7904,2,1225,2,2,4788000,Guruwar peth
7905,2,1350,2,2,4500000,Hadapsar
7906,4,600,5,3,9500000,Hadapsar Industrial
7907,2,1175,2,3,4900000,Hingne Khurd
7908,1,655,1,2,2700000,Jangali Maharaj
7909,3,1311,2,1,8486000,Kalyani Nagar
7910,3,600,4,0,9000000,Karve Nagar
7911,2,1000,2,1,3850000,Karve Road
7912,2,1196,2,1,9600000,Kasba Peth
7913,3,1050,2,1,5900000,Katraj
7914,3,1275,2,2,5200000,Khadaki
7915,2,927,2,1,5000000,Khadki
7916,3,1520,2,3,6100000,Kharadi
7917,4,2400,5,2,39500000,Kondhwa
7918,2,1333,2,1,10400000,Kondhwa Budruk
7919,1,600,1,0,1800000,Kondhwa Khurd
7920,3,1326,2,1,3479999,Koregaon Park
7922,2,1370,2,2,12500000,Law College
7923,2,1100,2,2,8500000,Laxmi Road
7924,3,1650,3,3,10000000,Lulla Nagar
7925,3,1917,3,2,13200000,Mahatma Gandhi
7927,2,950,2,1,5811000,Manik Bagh
7928,2,1175,2,1,4872000,Market yard
7929,2,1089,2,1,4355000,Model colony
7930,3,1804,3,2,17500000,Mukund Nagar
7931,2,1257,2,1,6850000,Mundhawa
7932,1,650,1,2,1987000,Nagar Road
7933,3,1850,3,2,15000000,Nana Peth
7934,4,2800,4,1,20000000,Narayan Peth
7936,2,1161,2,1,6385000,Navi Peth
7937,3,1630,3,2,5135000,Padmavati
7938,3,1310,2,2,6000000,Parvati Darshan
7939,2,750,2,1,2800000,Pashan
7940,3,1200,3,1,6777000,Paud Road
7941,2,1000,2,1,4500000,Pirangut
7942,4,4000,4,2,22500000,Prabhat Road
7943,2,1315,2,2,7000000,Pune Railway
7944,3,1370,2,2,9000000,Rasta Peth
7945,5,1200,4,3,15000000,Raviwar Peth
7946,2,1465,3,3,9000000,Sadashiv Peth
7948,2,1128,2,1,6400000,Salunke Vihar
7949,3,1250,2,2,7000000,Sasson Road
7951,3,1284,2,2,7500000,Senapati Bapat
7952,3,2600,3,2,19900000,Shaniwar Peth
7953,3,1820,3,2,15000000,Shivaji Nagar
7954,3,1580,3,1,7300000,Shukrawar Peth
7955,3,2650,3,2,12500000,Sinhagad Road
7956,2,1215,2,1,6800000,Somwar Peth
7957,2,1075,2,1,4000000,Swargate
7958,3,1400,2,3,7800000,Tilak Road
7959,3,1400,2,1,5500000,Uruli Devachi
7960,2,845,2,1,3000000,Vadgaon Budruk
7961,4,2600,4,3,4000000,Wadgaon Sheri
7962,4,3508,6,0,38550000,Viman Nagar
7963,2,800,2,1,8500000,Vishrant Wadi
7964,2,1199,2,1,8500000,Wagholi
7965,2,1175,2,2,4348000,Wakadewadi
7967,3,1767,3,2,10900000,Warje
7968,4,1800,3,1,9000000,Yerawada
7969,3,1856,3,2,13500000,Alandi Road
7971,3,1613,3,0,15000000,Anandnagar
7973,2,1290,2,0,9000000,Aundh Road
7974,2,1375,2,1,7800000,Balaji Nagar
7975,2,985,2,2,5700000,Baner
7976,4,1200,4,1,20000000,Baner road
7977,2,1099,2,1,3750000,Bhandarkar Road
7978,1,605,1,0,1331000,Bhavani Peth
7980,7,3600,7,3,16000000,Bopodi
7981,2,1200,2,1,5300000,Budhwar Peth
7982,2,1000,2,1,4500000,Bund Garden
7983,3,1159,2,3,3800000,Camp
7985,2,600,2,1,8000000,Dapodi
7986,4,2400,4,3,60000000,Deccan Gymkhana
7987,3,1540,2,2,7800000,Dehu Road
7988,3,1503,2,2,9300000,Dhankawadi
7989,3,1850,4,2,12000000,Dhayari Phata
7990,3,1580,3,1,6000000,Dhole Patil
7991,2,1190,2,2,3925000,Erandwane
7992,2,1200,2,1,6100000,Fatima Nagar
7993,7,1000,7,3,25000000,Fergusson College
7994,2,850,1,1,1989999,Ganesh Peth
7995,3,2180,3,2,28500000,Ganeshkhind
7996,3,2500,2,1,6000000,Ghorpade Peth
7997,3,1200,3,1,5612000,Ghorpadi
7998,3,1500,2,2,5200000,Gokhale Nagar
7999,5,1200,3,2,18000000,Gultekdi
8000,3,1880,3,3,12000000,Guruwar peth
8001,2,1150,2,2,4500000,Hadapsar
8002,4,4408,4,2,34400000,Hadapsar Industrial
8003,2,924,2,2,3511000,Hingne Khurd
8005,6,600,6,3,10000000,Kalyani Nagar
8006,4,750,4,1,9500000,Karve Nagar
8007,3,1962,3,2,17500000,Karve Road
8008,5,1200,4,3,24000000,Kasba Peth
8009,3,1765,3,2,7727000,Katraj
8010,2,1174,2,1,2935000,Khadaki
8011,3,1894,3,1,11500000,Khadki
8012,4,960,2,2,13800000,Kharadi
8013,3,1760,3,2,14200000,Kondhwa
8014,3,1768,3,3,9500000,Kondhwa Budruk
8015,3,1790,3,0,9700000,Kondhwa Khurd
8016,4,3500,5,1,80000000,Koregaon Park
8017,2,1200,2,1,4500000,Kothrud
8018,4,2540,4,0,16000000,Law College
8019,2,1137,2,1,5340000,Laxmi Road
8022,3,1568,2,2,10000000,Mangalwar peth
8023,4,4900,4,0,39350000,Manik Bagh
8024,2,1308,2,1,6000000,Market yard
8025,4,3060,4,2,35000000,Model colony
8026,3,1200,2,1,4100000,Mukund Nagar
8027,1,800,1,2,3200000,Mundhawa
8028,1,530,1,1,1350000,Nagar Road
8029,3,873,2,1,4000000,Nana Peth
8030,7,3000,6,3,14500000,Narayan Peth
8031,4,1200,4,1,23500000,Narayangaon
8032,2,958,2,1,3353000,Navi Peth
8033,3,2072,4,2,16000000,Padmavati
8034,3,2273,3,3,15900000,Parvati Darshan
8035,3,600,3,2,9000000,Pashan
8036,1,760,1,2,5000000,Paud Road
8037,2,1090,2,2,4350000,Pirangut
8038,3,2072,4,2,15500000,Prabhat Road
8039,3,2666,3,1,23000000,Pune Railway
8040,3,1550,2,1,8900000,Rasta Peth
8041,2,1251,2,1,5000000,Raviwar Peth
8042,2,1070,2,1,5300000,Sadashiv Peth
8043,2,1200,2,2,4500000,Sahakar Nagar
8044,3,1435,2,2,6000000,Salunke Vihar
8045,3,1400,2,3,4500000,Sasson Road
8046,4,2330,3,2,9471000,Satara Road
8047,2,1200,2,3,6000000,Senapati Bapat
8048,2,1000,2,2,4000000,Shaniwar Peth
8049,3,1655,2,2,6289000,Shivaji Nagar
8050,9,3600,9,3,24000000,Shukrawar Peth
8051,1,600,1,1,3500000,Sinhagad Road
8052,2,1175,2,1,5000000,Somwar Peth
8053,2,1155,2,2,4043000,Swargate
8054,3,1200,3,2,9800000,Tilak Road
8055,2,1149,2,2,6500000,Uruli Devachi
8057,4,3200,4,2,37500000,Wadgaon Sheri
8058,2,1010,2,2,5500000,Viman Nagar
8059,3,1718,3,2,11900000,Vishrant Wadi
8060,2,650,1,1,2000000,Wagholi
8061,2,1330,2,2,7700000,Wakadewadi
8062,2,1200,2,2,6800000,Wanowrie
8063,3,1693,3,2,8900000,Warje
8064,2,1249,2,1,16500000,Yerawada
8065,3,1800,4,1,12500000,Alandi Road
8066,2,900,2,0,5500000,Ambegaon Budruk
8067,2,1020,2,1,4600000,Anandnagar
8068,3,1700,3,2,7700000,Aundh
8069,1,661,1,1,4000000,Aundh Road
8070,2,1280,2,2,6016000,Balaji Nagar
8071,5,1000,4,2,9000000,Baner
8072,2,1170,2,1,4800000,Baner road
8073,1,933,2,1,5800000,Bhandarkar Road
8074,2,1150,2,0,4400000,Bhavani Peth
8075,4,3633,6,2,55000000,Bibvewadi
8076,3,1380,3,3,13000000,Bopodi
8077,2,1050,2,1,6480000,Budhwar Peth
8078,2,1080,2,1,3779999,Bund Garden
8079,2,1303,2,1,9000000,Camp
8080,2,1196,2,2,4054000,Chandan Nagar
8081,5,2500,3,2,18000000,Dapodi
8082,5,1200,4,1,9500000,Deccan Gymkhana
8083,3,1250,3,2,4100000,Dehu Road
8084,3,1419,2,3,8700000,Dhankawadi
8085,2,1200,2,3,4900000,Dhayari Phata
8086,2,1120,2,2,6500000,Dhole Patil
8087,1,755,1,0,4540000,Erandwane
8088,2,1245,2,1,7500000,Fatima Nagar
8089,4,3978,4,3,42800000,Fergusson College
8090,2,1093,2,1,3400000,Ganesh Peth
8091,2,1025,1,1,2663000,Ganeshkhind
8092,2,1345,2,1,9700000,Ghorpade Peth
8093,2,1500,2,1,4500000,Ghorpadi
8094,2,1180,2,1,8600000,Gokhale Nagar
8095,2,1020,2,1,4845000,Gultekdi
8096,3,1800,3,3,8500000,Guruwar peth
8097,4,3621,4,1,51100000,Hadapsar
8098,3,2008,3,2,17000000,Hadapsar Industrial
8099,3,1240,2,2,3985000,Hingne Khurd
8100,2,1020,2,1,5500000,Jangali Maharaj
8101,3,2095,3,2,14200000,Kalyani Nagar
8102,3,1362,3,2,6263000,Karve Nagar
8103,1,694,1,0,3084000,Karve Road
8104,2,1404,2,2,7000000,Kasba Peth
8105,3,1192,2,3,4700000,Katraj
8107,4,1050,1,0,3500000,Khadki
8108,2,1259,2,1,6748000,Kharadi
8109,2,1000,2,2,3400000,Kondhwa
8110,2,985,2,1,4997000,Kondhwa Budruk
8111,1,850,1,2,6000000,Kondhwa Khurd
8112,3,1650,2,1,5000000,Koregaon Park
8113,5,2400,3,1,32000000,Kothrud
8114,3,1900,4,1,18000000,Law College
8115,2,1367,2,2,8600000,Laxmi Road
8116,3,1210,2,2,8100000,Lulla Nagar
8117,2,1190,2,1,4860000,Mahatma Gandhi
8118,2,1175,2,2,4200000,Mangalwar peth
8120,2,1140,2,2,4000000,Market yard
8121,2,1095,2,2,3360000,Model colony
8122,1,782,1,0,1955000,Mukund Nagar
8123,3,1435,2,2,8000000,Mundhawa
8124,2,725,2,2,3600000,Nagar Road
8125,3,1600,2,2,8800000,Nana Peth
8127,4,3205,4,2,30000000,Narayangaon
8128,4,720,3,1,9500000,Navi Peth
8130,4,860,4,2,12500000,Parvati Darshan
8132,3,1703,3,2,13000000,Paud Road
8133,3,1350,3,1,7155000,Pirangut
8134,2,1145,2,1,4121000,Prabhat Road
8135,2,1216,2,1,7500000,Pune Railway
8136,2,1100,3,1,6000000,Rasta Peth
8137,4,2425,5,1,20100000,Raviwar Peth
8138,4,2700,4,2,17500000,Sadashiv Peth
8139,2,1196,2,2,4054000,Sahakar Nagar
8140,3,1600,3,3,9000000,Salunke Vihar
8141,3,1510,3,3,4757000,Sasson Road
8142,4,3033,4,1,32600000,Satara Road
8143,2,780,2,1,7200000,Senapati Bapat
8144,2,1194,2,2,4700000,Shaniwar Peth
8145,2,1250,2,2,11000000,Shivaji Nagar
8146,5,1480,4,1,16900000,Shukrawar Peth
8147,4,1250,4,1,10000000,Sinhagad Road
8148,4,1350,4,2,16000000,Somwar Peth
8149,1,620,2,0,4800000,Swargate
8150,3,1630,3,2,6065000,Tilak Road
8151,2,1020,2,0,4500000,Uruli Devachi
8152,3,1410,2,2,5358000,Vadgaon Budruk
8154,9,1200,8,3,27000000,Viman Nagar
8155,3,1691,3,2,11300000,Vishrant Wadi
8156,4,1200,4,0,8300000,Wagholi
8157,2,1200,2,3,6000000,Wakadewadi
8158,2,1050,2,2,5000000,Wanowrie
8159,3,1300,3,2,7798999,Warje
8160,2,1356,2,1,9484000,Yerawada
8161,2,1338,2,1,10300000,Alandi Road
8162,1,500,1,1,2000000,Ambegaon Budruk
8163,3,1280,2,1,10000000,Anandnagar
8164,3,1531,3,3,5177000,Aundh
8165,4,11000,4,1,160000000,Aundh Road
8166,2,620,1,1,2350000,Balaji Nagar
8167,3,1605,2,2,6500000,Baner
8168,3,1917,3,2,11000000,Baner road
8169,4,1200,3,1,34000000,Bhandarkar Road
8170,3,2750,3,2,94300000,Bhavani Peth
8171,3,1400,3,2,5500000,Bibvewadi
8172,3,2625,3,3,17500000,Bopodi
8174,3,2041,3,3,12800000,Bund Garden
8175,3,2070,4,2,16000000,Camp
8176,3,1110,3,3,5900000,Chandan Nagar
8177,3,1650,3,1,11000000,Dapodi
8178,4,3565,4,3,25500000,Deccan Gymkhana
8179,3,1033,2,2,3047000,Dehu Road
8180,2,1142,2,2,6500000,Dhankawadi
8181,3,1500,2,2,7500000,Dhayari Phata
8182,3,1502,3,3,5000000,Dhole Patil
8183,3,1176,2,1,4500000,Erandwane
8184,2,1063,2,1,3279999,Fatima Nagar
8185,2,1100,2,1,6000000,Fergusson College
8186,2,1044,2,2,8500000,Ganesh Peth
8187,3,5400,3,2,70000000,Ganeshkhind
8188,2,1216,2,2,6000000,Ghorpade Peth
8189,3,1425,3,2,5500000,Ghorpadi
8190,8,1200,8,2,15000000,Gokhale Nagar
8191,2,1345,2,2,10800000,Gultekdi
8192,2,1248,2,1,13000000,Guruwar peth
8193,4,1830,4,2,32500000,Hadapsar
8194,2,900,1,0,13000000,Hadapsar Industrial
8196,2,1025,2,1,3588000,Jangali Maharaj
8197,2,840,1,1,9900000,Kalyani Nagar
8199,3,1424,2,2,7500000,Karve Road
8200,3,2500,3,1,26800000,Kasba Peth
8202,2,1285,2,2,4500000,Khadaki
8203,2,1450,2,1,5599000,Khadki
8204,2,1160,2,1,7000000,Kharadi
8205,3,2700,3,0,35000000,Kondhwa
8206,3,2000,2,2,9500000,Kondhwa Budruk
8207,2,1125,2,1,4765000,Kondhwa Khurd
8208,4,3900,4,2,17500000,Koregaon Park
8209,2,1133,2,1,3836999,Kothrud
8210,2,1240,2,2,6000000,Law College
8211,3,1466,3,3,7759000,Laxmi Road
8212,4,3870,4,2,41100000,Lulla Nagar
8213,3,1610,2,2,11500000,Mahatma Gandhi
8214,3,1220,3,2,5600000,Mangalwar peth
8215,2,1225,2,2,4800000,Manik Bagh
8216,2,1300,2,1,5400000,Market yard
8217,3,1996,4,1,12300000,Model colony
8218,3,1320,2,2,5500000,Mukund Nagar
8219,3,1800,3,2,24000000,Mundhawa
8220,3,1835,3,3,17500000,Nagar Road
8221,3,1435,3,2,9000000,Nana Peth
8223,3,1601,3,3,7000000,Narayangaon
8224,2,1257,2,2,9300000,Navi Peth
8225,4,3596,5,1,26000000,Padmavati
8226,2,1309,2,2,9500000,Parvati Darshan
8227,2,1362,2,0,10000000,Pashan
8228,2,1115,2,1,5500000,Paud Road
8229,3,1870,3,2,9000000,Pirangut
8230,2,1322,2,1,6199000,Prabhat Road
8231,3,1450,2,1,6500000,Pune Railway
8232,2,1185,2,2,6700000,Rasta Peth
8233,3,1790,3,3,12000000,Raviwar Peth
8234,3,3450,4,2,20800000,Sadashiv Peth
8235,2,1050,2,2,5250000,Sahakar Nagar
8236,1,664,1,0,2737500,Salunke Vihar
8237,4,5400,4,2,75000000,Sasson Road
8238,1,775,1,0,3900000,Satara Road
8239,2,1000,2,2,4800000,Senapati Bapat
8240,2,1183,2,1,7725000,Shaniwar Peth
8241,3,1282,3,2,17800000,Shivaji Nagar
8242,1,425,1,1,1500000,Shukrawar Peth
8243,2,820,2,2,3000000,Sinhagad Road
8245,2,1200,2,2,5200000,Swargate
8246,2,1151,2,2,4360000,Tilak Road
